"ID","FloweringDate"
"Vu_217",7.48412266650118
"Vu_218",7.48412266650118
"Vu_219",8.9615138207459
"Vu_220",NA
"Vu_221",7.75731647605794
"Vu_222",7.57665340660714
"Vu_223",7.66769826029049
"Vu_224",8.58576960758653
"Vu_225",8.01815001597871
"Vu_226",7.66769826029049
"Vu_227",9.65335865434907
"Vu_228",8.9615138207459
"Vu_230",8.01815001597871
"Vu_231",7.57665340660714
"Vu_233",7.75731647605794
"Vu_234",8.34896878393622
"Vu_235",7.57665340660714
"Vu_236",7.66769826029049
"Vu_237",8.1858387900577
"Vu_238",7.29434585642692
"Vu_239",6.78886339483137
"Vu_240",7.29434585642692
"Vu_241",8.01815001597871
"Vu_242",7.57665340660714
"Vu_243",10.0986737528395
"Vu_244",7.57665340660714
"Vu_245",8.34896878393622
"Vu_246",7.29434585642692
"Vu_247",8.10258451513283
"Vu_248",9.10582864708755
"Vu_249",8.1858387900577
"Vu_250",8.1858387900577
"Vu_251",8.10258451513283
"Vu_252",8.9615138207459
"Vu_253",11.183976040182
"Vu_254",7.29434585642692
"Vu_255",5.86052280467507
"Vu_256",8.58576960758653
"Vu_257",8.9615138207459
"Vu_259",10.7463513161002
"Vu_260",7.29434585642692
"Vu_261",7.75731647605794
"Vu_262",7.48412266650118
"Vu_263",7.29434585642692
"Vu_264",9.31647820676405
"Vu_265",8.1858387900577
"Vu_266",9.17680012232066
"Vu_267",7.29434585642692
"Vu_268",9.03407400398365
"Vu_269",9.17680012232066
"Vu_270",9.31647820676405
"Vu_271",9.31647820676405
"Vu_272",7.84556359539382
"Vu_273",7.66769826029049
"Vu_274",9.10582864708755
"Vu_275",8.9615138207459
"Vu_276",9.17680012232066
"Vu_277",8.66273218033058
"Vu_278",7.93249176494795
"Vu_279",7.75731647605794
"Vu_280",8.10258451513283
"Vu_281",7.75731647605794
"Vu_282",7.57665340660714
"Vu_283",8.10258451513283
"Vu_284",8.58576960758653
"Vu_285",8.42892009861303
"Vu_286",7.84556359539382
"Vu_287",7.84556359539382
"Vu_289",11.0228342474437
"Vu_290",8.1858387900577
"Vu_291",7.29434585642692
"Vu_292",10.6897993372661
"Vu_293",7.84556359539382
"Vu_294",9.17680012232066
"Vu_295",9.31647820676405
"Vu_296",8.10258451513283
"Vu_297",8.1858387900577
"Vu_298",8.10258451513283
"Vu_299",8.1858387900577
"Vu_300",9.84772874948168
"Vu_301",7.75731647605794
"Vu_302",8.01815001597871
"Vu_303",7.39004273472696
"Vu_304",7.29434585642692
"Vu_305",7.57665340660714
"Vu_306",8.01815001597871
"Vu_307",7.48412266650118
"Vu_308",7.84556359539382
"Vu_309",8.73876021315582
"Vu_310",8.58576960758653
"Vu_311",7.84556359539382
"Vu_312",7.75731647605794
"Vu_313",8.73876021315582
"Vu_314",8.26795393285066
"Vu_315",10.8024741545859
"Vu_316",10.6897993372661
"Vu_317",7.48412266650118
"Vu_318",8.81388205042596
"Vu_319",8.1858387900577
"Vu_320",8.26795393285066
"Vu_321",7.75731647605794
"Vu_322",7.75731647605794
"Vu_323",8.88812467992971
"Vu_324",8.10258451513283
"Vu_325",9.31647820676405
"Vu_326",7.29434585642692
"Vu_327",7.29434585642692
"Vu_328",7.75731647605794
"Vu_329",7.93249176494795
"Vu_330",8.1858387900577
"Vu_331",8.26795393285066
"Vu_332",9.17680012232066
"Vu_333",8.9615138207459
"Vu_334",8.26795393285066
"Vu_335",8.1858387900577
"Vu_336",7.93249176494795
"Vu_337",9.84772874948168
"Vu_338",8.58576960758653
"Vu_339",8.1858387900577
"Vu_340",10.3409827094104
"Vu_341",8.1858387900577
"Vu_342",NA
"Vu_343",7.75731647605794
"Vu_344",7.48412266650118
"Vu_345",9.03407400398365
"Vu_346",7.93249176494795
"Vu_347",8.1858387900577
"Vu_348",7.84556359539382
"Vu_349",8.1858387900577
"Vu_350",7.84556359539382
"Vu_351",8.01815001597871
"Vu_352",7.75731647605794
"Vu_353",7.09780527899512
"Vu_354",7.09780527899512
"Vu_355",7.75731647605794
"Vu_356",7.84556359539382
"Vu_357",7.84556359539382
"Vu_358",7.93249176494795
"Vu_359",7.39004273472696
"Vu_360",8.10258451513283
"Vu_361",8.26795393285066
"Vu_362",7.39004273472696
"Vu_363",7.57665340660714
"Vu_364",8.10258451513283
"Vu_365",8.9615138207459
"Vu_366",9.97432971734409
"Vu_367",8.88812467992971
"Vu_368",8.26795393285066
"Vu_369",8.10258451513283
"Vu_370",8.88812467992971
"Vu_371",8.50784269821593
"Vu_372",8.10258451513283
"Vu_373",8.1858387900577
"Vu_374",8.26795393285066
"Vu_375",9.03407400398365
"Vu_376",8.26795393285066
"Vu_377",5.86052280467507
"Vu_378",8.01815001597871
"Vu_379",7.57665340660714
"Vu_380",7.84556359539382
"Vu_381",7.84556359539382
"Vu_382",NA
"Vu_383",9.71876359727632
"Vu_384",8.10258451513283
"Vu_385",NA
"Vu_386",NA
"Vu_388",7.39004273472696
"Vu_402",9.84772874948168
"Vu_404",NA
"Vu_405",NA
